Documento	Pregunta	Anotador	Respuesta	Comentarios
mp0061	¿Cuántos casos de covid se detectaron a lo largo de la pandemia en Argentina?	SGoy	En todo el país, donde viven 45,3 millones de habitantes, se contabilizaron en total más de [5,1 millones] de casos de covid-19 y 110.609 muertes relacionadas con esta enfermedad desde el inicio de la pandemia, en marzo de 2020.	
mp0061	¿Cuántas muertes causó el covid en Argentina?	SGoy	En todo el país, donde viven 45,3 millones de habitantes, se contabilizaron en total más de 5,1 millones de casos de covid-19 y [110.609] muertes relacionadas con esta enfermedad desde el inicio de la pandemia, en marzo de 2020.	
mp0061	¿Cuántas personas en Argentina tienen solo una dosis de vacuna contra el covid?	SGoy	Argentina cuenta ya con 12,2 millones de personas inmunizadas contra el coronavirus, mientras que recibieron la primera dosis contra el covid-19 otros [27,3 millones] de habitantes.	
mp0061	¿Cuántas personas de Argentina ya tienen su esquema de vacunación completo?	SGoy	Argentina cuenta ya con [12,2 millones] de personas inmunizadas contra el coronavirus, mientras que recibieron la primera dosis contra el covid-19 otros 27,3 millones de habitantes.	
mp0062	¿Cuándo se empezó a aplicar la medida de las tres G en Alemania?	SGoy	La llamada "3G-Regel" -o regla de las tres G, por los términos Geimpft, Genesen o Getestet, vacunado, sanado o sometido a un test, en alemán- entró formalmente en vigor [este lunes], de acuerdo a lo consensuado entre el Gobierno central y los estados federados, a los que corresponde su implementación.	
mp0062	¿A qué tipo de espacios apunta la medida de las tres G?	SGoy	La medida afecta a [todo tipo de espacios públicos cerrados], desde restauración y hostelería a instalaciones deportivas, salas de masaje o peluquerías, actos, celebraciones, cines, teatros o museos, así como para los visitantes en hospitales, geriátricos y centros de discapacitados.	
mp0062	¿Cuántos casos semanales por cada 100.000 habitantes hay en Alemania?	SGoy	La media nacional este lunes se situó en los [56,4] casos semanales, según las cifras actualizadas del Instituto Robert Koch (RKI) de virología.	
mp0063	¿Cuántas personas tienen la dosis de refuerzo en Israel?	SGoy	Las autoridades sanitarias autorizaron una tercera dosis para todos los mayores de 40 años y [más de 1,4 millones] de personas han recibido este refuerzo.	
mp0063	¿A partir de qué edad los niños se pueden vacunar en el horario escolar?	SGoy	El Gobierno de Israel autorizó la apertura del curso escolar el 1 de setiembre, como estaba previsto y a pesar del repunte de casos de COVID-19, aunque en un intento de aumentar la inmunización global avanzó en que los estudiantes [mayores de 12 años] podrán ser vacunados en horario escolar.	
mp0063	¿Cuántas personas de entre 12 y 15 años tienen alguna dosis de la vacuna?	SGoy	Por el momento, solo [cuatro de cada diez] adolescentes de entre 12 y 15 años han recibido al menos una dosis de la vacuna, según 'The Jerusalem Post'.	
mp0064	¿Cuándo controló la expansión del virus China?	SGoy	El país asiático, que había controlado la expansión de la enfermedad desde la [primavera de 2020], registró desde julio varios casos pese a las estrictas medidas sanitarias en vigor.	
mp0064	¿Cuántas personas tuvieron que confinarse debido al nuevo brote de covid?	SGoy	El brote, localizado en el aeropuerto de Nankin, al este, se extendió a la mitad de provincias del país y, aunque solo se registraron unos mil enfermos, provocó el confinamiento de [varios millones] de personas.	
mp0064	¿Cuántos positivos hubo en la gente que llegó del extranjero a China?	SGoy	El lunes, China no registró ningún caso en su territorio, algo que no sucedía desde el 16 de julio, pero sí hubo [21] contagios "importados", es decir de personas que han regresado del extranjero y han dado positivo.	
mp0065	¿Hasta cuándo habrá cuarentena en Nueva Zelanda?	SGoy	Nueva Zelanda anunció este lunes que el confinamiento de todo el país se extenderá [hasta el próximo viernes] después de que las autoridades hayan registrado un total de 107 casos de covid-19 desde la semana pasada.	
mp0065	¿En qué partes de Nueva Zelanda habrá confinamiento por siete días?	SGoy	Ardern ordenó el martes de la semana pasada el confinamiento durante siete días de Auckland y la península de Coromandel, y durante tres días para el resto del país, tras reportarse el primer contagio local de covid-19 en Nueva Zelanda en seis meses.	
mp0065	¿Cuándo se empezó a vacunar gente por covid en Nueva Zelanda?	SGoy	Las autoridades neozelandesas aceleraron la semana pasada su campaña de vacunación, que se inició [el pasado febrero] con los trabajadores más expuestos pero que hasta finales de julio no se extendió a la población en general.	
ld0303	¿Cuántas personas murieron en sus hogares en los primeros cinco días de abril en Nueva York?	SGoy	En los primeros cinco días de abril, [1.125] personas fueron declaradas muertas en sus domicilios, casi 1.000 más que en igual período en 2019, cuando hubo 131 casos.	
ld0303	¿Quiénes trabajan para recuperar los cuerpos de los muertos por covid?	SGoy	Según informaron medios estadounidenses, [15 equipos compuestos por cuatro empleados de morgues y bomberos] trabajan para intentar recuperar los aproximadamente 280 cuerpos que son retirados cada día de viviendas particulares de la ciudad.	
ld0303	¿Cuántos contagios hubo en Nueva York en total?	SGoy	El estado de Nueva York, y en particular la ciudad del mismo nombre, han sido las zonas más afectadas del país por la pandemia, con más de 7.000 fallecidos y [casi 175.000] personas infectadas.	
ld304	¿Cuándo se detuvo la actividad económica en España?	SGoy	Además, desde [los últimos días de marzo] y hasta el 9 de abril el gobierno ha obligado a detener toda actividad económica no esencial, lo que supone la paralización casi total del país.	
ld304	¿Qué país supera en muertos por covid a España?	SGoy	España es ya el segundo país del mundo con mayor número de casos confirmados de coronavirus, con más de 157.000, un número que sólo supera Estados Unidos, y la cifra de muertos es más de 15.800, sólo superada por [Italia].	
ld304	¿Cuándo se detuvo la actividad económica en España?	SGoy	A partir del lunes se retomarán en España algunas actividades económicas no esenciales que fueron paralizadas desde [el 30 de marzo] para frenar la expansión del coronavirus, entre ellas las de ciertas fábricas y oficinas.	
ld304	¿Cuándo se comenzará a retomar la actividad económica en España?	SGoy	[A partir del lunes] se retomarán en España algunas actividades económicas no esenciales que fueron paralizadas desde el 30 de marzo para frenar la expansión del coronavirus, entre ellas las de ciertas fábricas y oficinas.	
ld0201	¿Hasta cuándo se suspenden los festivales de cerveza en Alemania?	LC	En su mensaje de este miércoles Merkel, de 65 años, sostuvo que las medidas de distanciamiento social se mantendrán vigentes hasta el 3 de mayo y que los grandes eventos culturales, como conciertos y festivales cerveceros, estarán prohibidos hasta [finales de agosto].	
ld0201	¿Cuánto cayó el PBI de Alemania debido a la pandemia?	LC	De acuerdo a lo que informó la semana pasada un conjunto de institutos alemanes, en un informe común, el producto interno bruto registrará en el segundo semestre de este año una caída de [casi 10%], la cifra más alta desde que se mide este índice.	
ld0201	¿Cuándo reabren las escuelas en Alemania?	LC	Las escuelas de todo el país reabrirán sus puertas nuevamente el [4 de mayo]; en principio, los primeros en retornar a las aulas serán los estudiantes que cursan sus últimos años, tanto en la educación primaria como en la secundaria, informó la mandataria en una conferencia de prensa.	
ld0202	¿Quién es el secretario general de la ONU?	LC	Uno de los primeros en expresar su rechazo a la medida fue el secretario general de la Organización de las Naciones Unidas (ONU), el portugués [António Guterres], que expresó en un comunicado que “no es el momento” de cortar los fondos de la OMS “o de cualquier otra organización humanitaria en la lucha contra el virus”.	
ld0202	¿De qué acusa Trump a la OMS?	LC	La decisión de Donald Trump de no financiar más a la Organización Mundial de la Salud (OMS), tras acusarla de [encubrir la expansión del coronavirus], provocó una oleada de críticas a nivel internacional.	
ld0202	¿Quiénes criticaron la decisión de Trump de suspender el financiamiento de la OMS?	LC	Uno de los primeros en expresar su rechazo a la medida fue el secretario general de la Organización de las Naciones Unidas (ONU), el portugués [António Guterres], que expresó en un comunicado que “no es el momento” de cortar los fondos de la OMS “o de cualquier otra organización humanitaria en la lucha contra el virus”.	
ld0202	¿Quiénes criticaron la decisión de Trump de suspender el financiamiento de la OMS?	LC	Desde Berlín, [el gobierno de la canciller Angela Merkel] denunció la suspensión afirmando que echar culpas y achacar responsabilidades “no ayuda” durante una pandemia.	
ld0202	¿Quiénes criticaron la decisión de Trump de suspender el financiamiento de la OMS?	LC	Una de las mejores inversiones es fortalecer a la ONU, en particular a la OMS, que no cuenta con fondos suficientes para el desarrollo y la distribución de pruebas y vacunas”, expresó en su cuenta de Twitter el ministro de Asuntos Exteriores alemán, [Heiko Maas].	
ld0202	¿Quiénes criticaron la decisión de Trump de suspender el financiamiento de la OMS?	LC	Por su parte, [la Asociación Médica Americana] estimó que la decisión de Trump es un movimiento “peligroso” en el contexto actual y urgió al mandatario a “reconsiderarla”.	
ld0202	¿Quiénes criticaron la decisión de Trump de suspender el financiamiento de la OMS?	LC	“Durante la peor crisis de salud pública en un siglo, suspender la financiación a la OMS es un paso peligroso en la dirección equivocada”, indicó en un comunicado la presidenta de la entidad, la doctora [Patrice A Harris].	
ld0203	¿Cuántas personas deberán pagar el impuesto a las grandes fortunas de Argentina?	LC	Son unas [12.000] personas.	
ld0203	¿Durante cuánto tiempo hay que pagar el impuesto a las grandes fortunas de Argentina?	LC	Una de ellas es el proyecto de ley que consiste en la aplicación de un impuesto por [única vez] a las personas que poseen las mayores fortunas del país.	
ld0203	¿Quién es el ministro de economía argentino?	LC	El proyecto fue el tema principal de una reunión realizada el martes en la que participaron el presidente Alberto Fernández, el ministro de Economía, [Martín Guzmán], el presidente del bloque oficialista en la Cámara de Diputados, Máximo Kirchner, y el propio Heller.	
ld0204	¿Cuándo se correrá el Tour de France?	LC	La carrera francesa se correrá [entre el 29 de agosto y el 20 de setiembre], prácticamente dos meses después de cuando se iba a correr.	
ld0204	¿Cuándo se correrá el Tour de France?	LC	Oficial: el Tour de Francia se correrá en [setiembre]	
ld0204	¿Quién ganó el Tour de Francia?	LC	El colombiano [Egan Bernal] es el actual campeón de la prueba.	
ld0204	¿Quién dirige la carrera Tour de France?	LC	El ciclismo necesita al Tour”, dijo a Efe el director del Tour de Francia, [Christian Prudhomme].	
ld0205	¿Podrá ir el público a los partidos de la LUB?	LC	Así lo hizo saber el Consejo de la Liga, que resolvió la reanudación de los play off en [setiembre] y [con público en las tribunas].	
ld0205	¿Cuándo comenzará El Metro?	LC	Si la emergencia sanitaria y la pandemia del coronavirus lo permiten, el torneo empezaría [entre junio y julio], y los clubes aceptaron jugar sin público en las canchas.	
ld0205	¿Cuándo comenzará la próxima temporada de la liga uruguaya de básquetbol?	LC	La idea de los dirigentes ligueros es que la próxima temporada comience [20 días después de finalizada la que está en juego].	
mp0041	¿Cuál es la letalidad del coronavirus?	LC	El último informe del MSP señala que la letalidad por coronavirus en Uruguay es de [1,56%].	
mp0041	¿Cuál es la letalidad del coronavirus?	LC	Los datos del MSP dan cuenta de que la letalidad es de [1,56%] y la mortalidad en la población general es de 171,06 por 100.000 habitantes.	
mp0041	¿Cuál es la mortalidad del covid?	LC	Los datos del MSP dan cuenta de que la letalidad es de [1,56%] y la mortalidad en la población general es de [171,06 por 100.000 habitantes].	
mp0041	¿Cuántas embarazadas se contagiaron de covid-19?	LC	A la fecha se identificaron [1.460] casos confirmados de coronavirus en mujeres embarazadas, 12 de ellas fallecidas.	
mp0041	¿Cuántas embarazadas han muerto por el coronavirus?	LC	A la fecha se identificaron 1.460 casos confirmados de coronavirus en mujeres embarazadas, [12] de ellas fallecidas.	
ld0206	¿Cuánto del PBI destina Uruguay a la salud?	LC	Uruguay, con [6,2%] de gasto público en salud está, junto a Cuba, Canadá, Estados Unidos y Costa Rica, entre los países de la región de las Américas que han alcanzado este objetivo.	
ld0206	¿Cuántas camas hay en el sistema de salud?	LC	En materia de infraestructura, y de acuerdo a los datos del Ministerio de Salud Pública (MSP), en el primer semestre de 2019 ASSE disponía de 5.068 camas hospitalarias y las mutualistas, de 4.123, o sea, un total del orden de [9.191] camas, lo que da un valor de 2,70 camas cada 1.000 habitantes, que es ni más ni menos que el promedio mundial, como nos muestran los trabajos de la Comisión Económica para América Latina y el Caribe y de la OPS, y 0,6 más alto que el promedio de América Latina.	
ld0206	¿Cuántos jubilados están cubiertos por el sistema de salud?	LC	En segundo lugar, se aseguró a jubilados y pensionistas, que eran 50.000 y hoy superan también los [600.000].	
ld0207	¿Cuántos estudiantes de educación media toman clases virtuales?	LC	Los casi [90.000] estudiantes de educación media básica y superior de UTU, sumados a los de formación profesional básica, trabajan en la plataforma Crea de Plan Ceibal.	
ld0207	¿Cuántos estudiantes de UTU trabajarán en las aulas virtuales?	LC	[11.000] estudiantes de las carreras terciarias de UTU pasarán a trabajar en sus propias aulas virtuales	
ld0207	¿Cuántos estudiantes de UTU trabajarán en las aulas virtuales?	LC	Esto involucra más de [11.000] estudiantes de más de 50 centros, entre ellos escuelas técnicas y polos tecnológicos.	
ld0207	¿Qué carreras de UTU ya se podían realizar virtualmente?	LC	Hay cuatro carreras semipresenciales que se desarrollan en su plataforma: [prevencionista, logística, turismo y tecnólogo cárnico].	
ld0208	¿Cuántos casos de covid-19 se pueden resolver en el primer nivel de atención?	LC	“Aproximadamente [80%] de los casos de infección por covid-19 son de resolución comunitaria, donde se encuentran las policlínicas dependientes del PNA \[Primer Nivel de Atención\]”, por lo cual el PNA “debe ser la puerta de entrada al sistema para evitar sobresaturar las unidades de emergencia móvil, al segundo y tercer nivel de atención”, argumenta la sociedad.	
ld0208	¿Qué significa Sumefac?	LC	La [Sociedad Uruguaya de Medicina Familiar y Comunitaria] (Sumefac) divulgó un listado de las 48 policlínicas de la Red de Atención Primaria (RAP) Metropolitana de la Administración de Servicios de Salud del Estado (ASSE) que permanecen cerradas en contexto de emergencia sanitaria por coronavirus.	
ld0208	¿Qué policlínicas deberías mantenerse cerradas según Sumefac?	LC	Por este motivo, Sumefac solicita la reapertura de “todas las policlínicas dependientes del PNA”, con la excepción de “los casos aislados de policlínicas [en las que las condiciones edilicias o de infraestructura sean extremadamente precarias]”.	
ld0209	¿Qué proyecto plantea el Frente Amplio relacionado con la vivienda?	LC	Con respecto a la vivienda, proponen que [aquellas personas que tienen créditos hipotecarios y que “por la situación sanitaria sus ingresos se hayan visto restringidos o afectados total o parcialmente, tengan un plazo en que no se generen procedimientos de ejecución hipotecaria”].	
ld0209	¿Qué proyecto plantea el Frente Amplio relacionado con la vivienda?	LC	[Establecer facilidades para préstamos con garantía hipotecaria para vivienda].	
ld0209	¿A qué agrupación pertenece Lucía Etcheverry?	LC	La diputada Lucía Etcheverry, del [Movimiento de Participación Popular], explicó a la diaria que para el tratamiento de los proyectos se creó un equipo de trabajo con representación de todos los sectores, para analizar, modificar y unificar las propuestas presentadas por los legisladores.	
ld0209	¿Qué proyecto plantea el Frente Amplio relacionado con el seguro de paro?	LC	Por su parte, el diputado comunista Gerardo Núñez dijo a la diaria que su partido presentó dos proyectos vinculados a la prohibición de despidos y otro sobre la [flexibilización del seguro de paro].	
ld0209	¿Qué proyecto plantea el Frente Amplio relacionado con el seguro de paro?	LC	“Para nosotros estas urgencias están vinculadas a la protección de las fuentes de trabajo, a la posibilidad de que se [flexibilicen las condiciones tanto para el seguro de enfermedad como para el seguro de paro], a la vivienda, a proteger los inquilinos y, sobre todo, a los que tienen dificultades económicas en estos momentos”, sostuvo.	
ld0209	¿Qué proyecto plantea el Frente Amplio relacionado con el seguro de paro?	LC	Otra de las propuestas apunta a la “[extensión del seguro de desempleo para trabajadores mensuales y trabajadores jornaleros]”.	
ld0209	¿Qué proyecto plantea el Frente Amplio relacionado con el seguro de paro?	LC	[Extensión del plazo de seguro de desempleo].	
ld0210	¿Cuándo se reanudan las clases en las escuelas rurales?	LC	El gobierno uruguayo decidió que se retomarán las clases presenciales en todas las escuelas rurales del país el [miércoles 22 de abril], algo que despertó una fuerte crítica de los sindicatos de la educación.	
ld0210	¿Cuántas escuelas rurales hay?	LC	Del informe que elaboró el CEIP, al que accedió la diaria, se desprende que hay [953] escuelas rurales activas, que reúnen a 13.629 alumnos.	
ld0210	¿Qué trabajadores pueden no concurrir a la escuela?	LC	Por otra parte, están exonerados de concurrir a las escuelas [todos los trabajadores que tengan factores de riesgo, es decir, si tienen alguna enfermedad preexistente o son mayores de 65 años].	
mp0042	¿Cuál es la causa de la obesidad en niños?	LC	Según esta agencia de las Naciones Unidas, las causas de la obesidad infantil se producen por la [falta de actividad física y el consumo de alimentos ultraprocesados y bebidas azucaradas], que son de fácil acceso, bajo costo y alta promoción en medios masivos de comunicación.	
mp0042	¿Cuántos niños tienen sobrepeso en América Latina?	LC	[Un tercio] de los niños de América Latina tiene sobrepeso por la pandemia	
mp0042	¿Cuántos niños tienen sobrepeso en América Latina?	LC	[Tres de cada diez] niños y adolescentes viven con sobrepeso en América Latina y el Caribe, en medio de una crisis generada por la pandemia que amenaza con empeorar la alimentación de los menores, advirtió este lunes Unicef.	
mp0042	¿Cuántos niños tienen sobrepeso en América Latina?	LC	"Actualmente, se estima que al menos [3 de cada 10] niños" entre los 5 y 19 años "viven con sobrepeso en la región", agregó Unicef, con sede en Panamá para América Latina y el Caribe.	
mp0042	¿Dónde está Unicef en América Latina?	LC	"Actualmente, se estima que al menos 3 de cada 10 niños" entre los 5 y 19 años "viven con sobrepeso en la región", agregó Unicef, con sede en [Panamá] para América Latina y el Caribe.	
mp0042	¿Quién representa Unicef en América Latina?	LC	Madres y padres perdieron sus ingresos y los precios de los alimentos subieron", dijo [Jean Gough], directora de Unicef para América Latina y el Caribe.	
mp0068	¿Cuánto tiempo debe pasar desde la segunda dosis para darse la vacuna de refuerzo en Israel?	SGoy	El Gabinete de coronavirus aprobó ampliar la campaña que comenzó a finales de julio con los mayores de 60 años y hoy el primer ministro israelí, Naftali Benet, fue uno de los primeros en recibir la dosis para el rango de edad aprobado y que deben haber sido inoculados con la segunda hace [más de cinco meses].	
mp0068	¿Cuánta gente en Israel ya recibió la tercera dosis contra el covid?	SGoy	[Más de 1,2 millones] de israelíes han recibido la tercera inyección en el país, que afronta una cuarta ola de contagios debido a la variante delta y ha detectado más infecciones entre personas vacunadas, algo que algunos expertos vinculan a la disminución de anticuerpos.	
mp0068	¿Cuánta efectividad aporta el refuerzo de la vacuna contra el covid para mayores de 60 años?	SGoy	Según los primeros estudios realizados por las aseguradoras sanitarias el refuerzo aporta una efectividad del [86 %] en los mayores de 60 años, y las autoridades han detectado que el ascenso de casos graves se ha ralentizado desde que comenzara la campaña de la tercera dosis.	
mp0068	¿Qué restricciones están vigentes en Israel debido a la cuarta ola de covid?	SGoy	La cuarta ola de coronavirus ha llevado a Israel a reimponer restricciones que había levantado como [el certificado de vacunación para acceder a determinados espacios y la limitación de personas congregadas, incluido en centros comerciales].	
mp0070	¿Quién es el director de salud de Paysandú?	SGoy	El director de Salud de Paysandú, [Carlos Leoni], señaló que el colegio “tuvo que interrumpir la presencialidad y continuar con clases virtuales”. El director de Salud de Paysandú, Carlos Leoni, informó este miércoles en conferencia de prensa que un centro educativo privado del departamento fue cerrado por un brote de coronavirus.	
mp0070	¿Quién es Carlos Leoni?	SGoy	[El director de Salud de Paysandú], Carlos Leoni, señaló que el colegio “tuvo que interrumpir la presencialidad y continuar con clases virtuales”. El director de Salud de Paysandú, Carlos Leoni, informó este miércoles en conferencia de prensa que un centro educativo privado del departamento fue cerrado por un brote de coronavirus.	
ld0307	¿Cuál es el número del Servicio de Atención Médica de Emergencia?	SGoy	Su familia llamó en varias instancias al número [105], del Servicio de Atención Médica de Emergencia, pero no lograron que un médico lo fuera a ver.	
ld0307	¿Quién es la directora de la región sur de ASSE?	SGoy	La directora de la Región Sur de la Administración de los Servicios de Salud del Estado (ASSE), [Virginia Longo], de la que dependen tanto el Hospital Español como el 105, dijo a la diaria que ni bien conoció la situación solicitó una investigación de urgencia, y con ese informe abrirá una investigación administrativa.	
ld0307	¿Quién es Virginia Longo?	SGoy	[La directora de la Región Sur de la Administración de los Servicios de Salud del Estado (ASSE)], Virginia Longo, de la que dependen tanto el Hospital Español como el 105, dijo a la diaria que ni bien conoció la situación solicitó una investigación de urgencia, y con ese informe abrirá una investigación administrativa.	
ld0307	¿Con cuántas camas para el ingreso de pacientes cuenta el Hospital Español?	SGoy	El Hospital Español cuenta en la emergencia con [ocho] camas para ingreso de pacientes, tres camas para pacientes que esperan para cirugía y una cama de reanimación.	
ld0307	¿Cuántas camas tiene el CTI del Hospital Español?	SGoy	El CTI del Hospital Español aún no tiene ningún paciente confirmado con covid-19; su capacidad puede ser de [23] camas y se ampliará en breve a 27.	
ld0309	¿En cuántas escuelas rurales se piensa retomar la presencialidad?	SGoy	La Sociedad de Medicina Rural del Uruguay (Someruy) manifestó su desacuerdo con la decisión del gobierno de retomar las clases presenciales en [973] escuelas rurales de todo el país, a excepción de Canelones, el miércoles 22 de abril.	
ld0309	¿Quién decidió retomar las clases presenciales el 22 de abril?	SGoy	La Sociedad de Medicina Rural del Uruguay (Someruy) manifestó su desacuerdo con la decisión del [gobierno] de retomar las clases presenciales en 973 escuelas rurales de todo el país, a excepción de Canelones, el miércoles 22 de abril.	
ld0309	¿En qué departamento no se retomarán las clases de las escuelas rurales?	SGoy	La Sociedad de Medicina Rural del Uruguay (Someruy) manifestó su desacuerdo con la decisión del gobierno de retomar las clases presenciales en 973 escuelas rurales de todo el país, a excepción de [Canelones], el miércoles 22 de abril.	
ld0309	¿Qué es someruy?	SGoy	[La Sociedad de Medicina Rural del Uruguay] (Someruy) manifestó su desacuerdo con la decisión del gobierno de retomar las clases presenciales en 973 escuelas rurales de todo el país, a excepción de Canelones, el miércoles 22 de abril.	
ld0309	¿Qué porcentaje de médicos uruguayos vive y asiste al norte del río negro?	SGoy	Someruy señaló que la apertura de las escuelas rurales aumentaría la movilidad de niños, docentes y padres; que la gran mayoría de los docentes de las escuelas rurales deben trasladarse desde la zona urbana donde residen hacia los centros educativos y que [menos de 6%] de los médicos uruguayos vive y asiste al norte del río Negro, por lo cual solicitó a las autoridades “sopesar” la decisión	
ld0309	¿Quién es el presidente de la Federación Médica del Interior?	SGoy	La presidenta de Femi, [Patricia Nava], dijo a la diaria que comparten el planteo porque los médicos son muy pocos en la ruralidad.	
ld0309	¿Quién es Patricia Nava?	SGoy	[La presidenta de Femi], Patricia Nava, dijo a la diaria que comparten el planteo porque los médicos son muy pocos en la ruralidad.	
ld0309	¿Qué es la FEMI?	SGoy	[La Federación Médica del Interior] (Femi) y el Sindicato Médico de Uruguay compartieron las declaraciones de Someruy y manifestaron su “preocupación” por la decisión del gobierno.	
ld0310	¿Quién decidió retomar las clases presenciales el 22 de abril?	SGoy	En un comunicado hecho público este viernes, la Federación Uruguaya a de Magisterio (FUM), manifestó su rechazo a la determinación del [Poder Ejecutivo] de reanudar las clases en las escuelas rurales a partir del 22 de abril.	
ld0310	¿Qué le solicitó la FUM al gobierno?	SGoy	Finalmente, en el último punto de su comunicado, la FUM solicita expresamente al gobierno [“la revisión de la resolución adoptada”].	
ld0313	¿Quién es el subsecretario del MSP?	SGoy	Los usuarios comprendidos no tendrán que abonar copago por la realización del test, confirmó a la diaria el subsecretario del MSP, [José Luis Satdjian].	
ld0313	¿Quipen es José Luis Satdjian?	SGoy	Los usuarios comprendidos no tendrán que abonar copago por la realización del test, confirmó a la diaria [el subsecretario del MSP], José Luis Satdjian.	
ld0313	¿Cuántos días de cuarentena debe hacer un médico con covid asintomático?	SGoy	El segundo escenario es el que atraviesa un trabajador con test de covid-19 positivo asintomático: tendrá que estar en aislamiento durante [14 días] a partir del día en que se le hizo el hisopado, y se le hará el PCR el día 14; si el PCR da negativo, se levanta la cuarentena y vuelve a trabajar; si es positivo, debe seguir otros 14 días en aislamiento y recién ahí podrá volver.	
ld0313	¿Qué se considera un "contacto cercano" con un caso positivo?	SGoy	El tercer escenario involucra a un trabajador asintomático que haya tenido “contacto cercano” con una persona con covid positivo ([el protocolo define por “contacto cercano” a “aquella persona que estuvo a menos de dos metros de la persona confirmada como covid positivo durante un tiempo de diez minutos]”); la indicación es que haga cuarentena y que al séptimo día se le haga el PCR (se espera ese lapso porque es el momento en que tiene mayor carga viral una persona con covid-19), o al momento de que comienza a sentir síntomas.	
ld0313	¿Cuántos días luego del contacto con un positivo se da la máxima carga viral?	SGoy	El tercer escenario involucra a un trabajador asintomático que haya tenido “contacto cercano” con una persona con covid positivo (el protocolo define por “contacto cercano” a “aquella persona que estuvo a menos de dos metros de la persona confirmada como covid positivo durante un tiempo de diez minutos”); la indicación es que haga cuarentena y que al [séptimo día] se le haga el PCR (se espera ese lapso porque es el momento en que tiene mayor carga viral una persona con covid-19), o al momento de que comienza a sentir síntomas.	
ld0085	¿Qué materiales es necesario tener para participar del taller de Isol Masenta?	AD	Para seguir sus ejemplos, lo mejor es conectarse con algunos materiales a mano: [cartulinas (preferiblemente blancas), un par de hojas blancas por participante, tijera y trincheta, crayolas, lápices de colores o marcadores].	
ld0085	¿Qué premio ganó Isol Masenta?	AD	La autora e ilustradora argentina Isol Misenta, premiada con [el Memorial Astrid Lindgren 2013], formará parte esta tarde a las 17.00 de un taller a través del Instagram Live de @plastilinarte, leyendo parte de su libro Petit, el monstruo, que inspiró una serie animada infantil. 	
ld0086	¿Dónde se puede ver la información sobre el encuentro virtual de diseño?	AD	La programación más detallada está en la página [latirfestival.com].	
ld0091	¿Cuál fase de la reapertura gradual comienza el 4 de mayo en Italia?	AD	En su exposición ante los legisladores, Conte brindó detalles sobre la denominada [“fase dos”] de la reapertura gradual del país, que será a partir del 4 de mayo.	
ld0091	¿De quién espera recibir apoyo Giuseppe Conte para la reapertura en Italia?	AD	En su comparecencia, Conte ofreció detalles sobre sus planes desde el punto de vista sanitario, económico y sobre el apoyo que espera tener por parte [de la Unión Europea (UE)].	
ld0091	¿De quién espera recibir apoyo Giuseppe Conte para la reapertura en Italia?	AD	Por otra parte, a dos días de la realización del próximo Consejo Europeo, Conte exigió una respuesta contundente y solidaria [del bloque comunitario] para ayudar a los países con mayores dificultades.	
ld0091	¿De quién espera recibir apoyo Giuseppe Conte para la reapertura en Italia?	AD	“[La UE y la Eurozona] no pueden permitirse cometer los errores de la crisis financiera de 2008, cuando no se dio una respuesta común.	
ld0091	¿Cuántos puntos tiene la estrategia sanitaria de reapertura de Italia?	AD	La estrategia sanitaria de su gobierno pasa por [cinco] puntos; el primero es mantener y hacer respetar la distancia social, y promover el uso extendido de dispositivos de protección individual, como mascarillas y guantes, hasta que se encuentre una vacuna o tratamiento para la covid-19.	
ld0092	¿De dónde es la directora de la OPS?	AD	Etienne, médica nacida en la isla caribeña de [Dominica], pidió a los gobiernos de la región y a las empresas del sector de la salud que hagan todo lo que esté a su alcance para ampliar el acceso de la población a las pruebas diagnósticas para detectar el coronavirus.	
ld0092	¿Quiénes tienen peor acceso al sistema de salud estatal en Latinoamérica?	AD	La OPS alertó que [algunos sectores poblacionales del continente, como los indígenas y afrodescendientes], tienen tradicionalmente peor acceso a los sistemas sanitarios estatales, por lo que ahora se encuentran en una situación de mayor vulnerabilidad frente al virus.	
ld0092	¿A cuántos países les entregó test PCR la OPS?	AD	Para ayudarlos, el organismo ya entregó a [34] países 500.000 pruebas PCR, las más fiables para detectar la enfermedad y que identifican posibles fragmentos del material genético del virus.	
ld0092	¿Cuántos test PCR entregó la OPS a países de Latinoamérica?	AD	Para ayudarlos, el organismo ya entregó a 34 países [500.000] pruebas PCR, las más fiables para detectar la enfermedad y que identifican posibles fragmentos del material genético del virus.	Después entregó más: Esta semana, la OPS distribuirá en la región un millón y medio de pruebas PCR y la próxima semana está previsto que se envíen otros tres millones a los países de la región.
ld0093	¿Quién es el Ministro del Interior de la Argentina?	AD	Hablando sobre las estrictas medidas de distanciamiento social, el ministro del Interior, [Eduardo Wado de Pedro], afirmó ayer que “los gobernadores están de acuerdo con mantener la cuarentena” más allá del domingo 26, cuando vence el plazo del aislamiento social, preventivo y obligatorio establecido por el gobierno nacional.	
ld0093	¿Quién es el Ministro de Transporte de la Argentina?	AD	En una conferencia de prensa realizada en la estación de trenes de Retiro, donde junto con el ministro de Transporte, [Mario Meoni], inspeccionó la instalación de las cámaras térmicas que permitirán tomar la temperatura de quienes viajan diariamente en ese transporte público, De Pedro puntualizó que “el concepto cuarentena sigue”, según informó el portal Infobae.	
