Documento	Pregunta	Anotador	Respuesta	
ld0085	¿Quién es Isol Misenta?	AD	La [autora e ilustradora argentina] Isol Misenta, premiada con el Memorial Astrid Lindgren 2013, formará parte esta tarde a las 17.00 de un taller a través del Instagram Live de @plastilinarte, leyendo parte de su libro Petit, el monstruo, que inspiró una serie animada infantil.	
ld0085	¿A quién está dirigido el seminario de Isol Misenta?	AD	Taller de Isol Misenta y seminario online [para familias] en pandemia	
ld0086	¿Dónde se va a transmitir el encuentro virtual de diseño?	AD	Hasta el 25 de abril, [a través del canal en Instagram @latirfestival], diseñadores, ilustradores, emprendedores y creativos comparten experiencias profesionales desde sus hogares.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	Hasta el 25 de abril, a través del canal en Instagram @latirfestival, [diseñadores, ilustradores, emprendedores y creativos] comparten experiencias profesionales desde sus hogares.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	Este mediodía participan, desde España, [Palo y Nuel, un dúo creativo que trabaja bajo el nombre de Estudio Santa Rita], y a las 20.00 estará en línea el ilustrador, dibujante y músico autodidacta peruano Amadeo Gonzales; mañana a partir de las 16.00 Choper Nawers, desde México, instruirá sobre “cómo sobrevivir a la depresión del talento ajeno”, en tanto a las 20.00 San Spiga, un “trabajador de la imagen” argentino, estará dando su visión bajo la consigna “se hace, se aprende”.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	Este mediodía participan, desde España, Palo y Nuel, un dúo creativo que trabaja bajo el nombre de Estudio Santa Rita, y a las 20.00 estará en línea el ilustrador, dibujante y músico autodidacta peruano [Amadeo Gonzales]; mañana a partir de las 16.00 Choper Nawers, desde México, instruirá sobre “cómo sobrevivir a la depresión del talento ajeno”, en tanto a las 20.00 San Spiga, un “trabajador de la imagen” argentino, estará dando su visión bajo la consigna “se hace, se aprende”.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	Este mediodía participan, desde España, Palo y Nuel, un dúo creativo que trabaja bajo el nombre de Estudio Santa Rita, y a las 20.00 estará en línea el ilustrador, dibujante y músico autodidacta peruano Amadeo Gonzales; mañana a partir de las 16.00 [Choper Nawers], desde México, instruirá sobre “cómo sobrevivir a la depresión del talento ajeno”, en tanto a las 20.00 San Spiga, un “trabajador de la imagen” argentino, estará dando su visión bajo la consigna “se hace, se aprende”.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	Este mediodía participan, desde España, Palo y Nuel, un dúo creativo que trabaja bajo el nombre de Estudio Santa Rita, y a las 20.00 estará en línea el ilustrador, dibujante y músico autodidacta peruano Amadeo Gonzales; mañana a partir de las 16.00 Choper Nawers, desde México, instruirá sobre “cómo sobrevivir a la depresión del talento ajeno”, en tanto a las 20.00 [San Spiga], un “trabajador de la imagen” argentino, estará dando su visión bajo la consigna “se hace, se aprende”.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	El viernes 24 a las 16.00 la uruguaya [Sasha Natasha] hablará de lettering en tiempos de cuarentena, y a las 20.00 su compatriota Martín Azambuja, actualmente contratado por Pentagram, de Nueva York, contará sus novedades.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	El viernes 24 a las 16.00 la uruguaya Sasha Natasha hablará de lettering en tiempos de cuarentena, y a las 20.00 su compatriota [Martín Azambuja], actualmente contratado por Pentagram, de Nueva York, contará sus novedades.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	La última jornada empezará a las 12.00 con el uruguayo [Berch Kotogian], marcado por el street art aunque aprecia “la potencia de la comunicación visual en todas sus formas”, algo que ahora aplica al diseño de logos para clientes de todas partes, desde Valencia.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	El sábado hablarán además el diseñador gráfico e ilustrador marplatense [Panco Sassano] a las 16.00 y Pepita Sandwich a las 20.00, contando sobre una trayectoria que comenzó con el diseño textil, exploró la fotografía y la ilustración y el año pasado la llevó a completar un postgrado en Cómic en The Center for Cartoon Studies, en Vermont.	
ld0086	¿Quiénes participan del encuentro virtual de diseño?	AD	El sábado hablarán además el diseñador gráfico e ilustrador marplatense Panco Sassano a las 16.00 y [Pepita Sandwich] a las 20.00, contando sobre una trayectoria que comenzó con el diseño textil, exploró la fotografía y la ilustración y el año pasado la llevó a completar un postgrado en Cómic en The Center for Cartoon Studies, en Vermont.	
ld0086	¿Cuándo se va a desarrollar el encuentro virtual de diseño?	AD	[Hasta el 25 de abril], a través del canal en Instagram @latirfestival, diseñadores, ilustradores, emprendedores y creativos comparten experiencias profesionales desde sus hogares.	
ld0091	¿Cuándo comenzó la pandemia en Italia?	AD	-	
ld0091	¿Quién es el Primer Ministro de Italia?	AD	El primer ministro italiano, [Giuseppe Conte], se presentó ayer en el Senado y presentó la estrategia que tiene pensado llevar adelante su gobierno para comenzar a reabrir el país, uno de los más castigados del mundo por la pandemia de coronavirus.	
ld0091	¿Quién es el Ministro de Salud de Italia?	AD	-	
ld0091	¿Cuándo comienza la reapertura tras la pandemia en Italia?	AD	En su exposición ante los legisladores, Conte brindó detalles sobre la denominada “fase dos” de la reapertura gradual del país, que será [a partir del 4 de mayo].	fase 2 es la reapertura?
ld0092	¿Qué es la OPS?	AD	En una conferencia de prensa virtual realizada este martes, la directora de [la Organización Panamericana de la Salud] (OPS), Carissa Etienne, pidió a los países americanos realizar en forma gratuita los test de diagnóstico de covid-19, a la vez que advirtió que levantar abruptamente las medidas de confinamiento y aislamiento social traerá una nueva “ola” de contagios.	
ld0092	¿Quién es el presidente de la OPS?	AD	En una conferencia de prensa virtual realizada este martes, la directora de la Organización Panamericana de la Salud (OPS), [Carissa Etienne], pidió a los países americanos realizar en forma gratuita los test de diagnóstico de covid-19, a la vez que advirtió que levantar abruptamente las medidas de confinamiento y aislamiento social traerá una nueva “ola” de contagios.	
ld0092	¿Cuánto cuestan los test de Covid?	AD	-	
ld0092	¿Cuáles tipos de test de Covid existen?	AD	-	
ld0093	¿Cuándo se decretó la cuarentena en la Argentina?	AD	[Al cumplirse un mes] de la cuarentena obligatoria impuesta por el Ejecutivo que él preside para detener la propagación del coronavirus, el presidente argentino, Alberto Fernández, publicó en sus redes sociales un mensaje en el que manifestó “orgullo” por el comportamiento del pueblo en esta situación tan particular.	!!!
ld0093	¿Cuándo apareció el primer caso de Covid en la Argentina?	AD	Desde que se diagnosticó el primer caso de covid-19 en el país, [el 3 de marzo], el gobierno comenzó a implementar medidas drásticas de aislamiento que permitieron controlar el brote.	
ld0093	¿Dónde apareció el primer caso de Covid en la Argentina?	AD	-	
mp0011	¿Cuántas personas tienen la app de Coronavirus.uy?	AD	Aumentan las alertas de exposición en la app CoronavirusUY, [662.234] personas la bajaron	
mp0011	¿Cuántas personas tienen la app de Coronavirus.uy?	AD	"Al pasado domingo (15 de noviembre) [unas 662.234] personas se habían bajado la aplicación Coronavirus UY", dijo Orefice y explicó que hubo "414.783 activaciones de alertas de exposición".	
mp0011	¿Quién es el director del programa salud.uy?	AD	[Pablo Orefice], director del programa Salud.uy, dijo a Montevideo Portal que  hubo “414.783 activaciones de alertas de exposición”.	
mp0011	¿Cuándo se activa la alerta de exposición en la app Coronavirus.uy?	AD	-	
mp0013	¿Quién es Salinas?	AD	[El ministro de Salud], Daniel Salinas, se expresó este sábado a propósito de la multitudinaria Marcha por la Diversidad celebrada el viernes por la tarde.	
mp0013	¿Qué marcha fue criticada por Salinas?	AD	El ministro de Salud, Daniel Salinas, se expresó este sábado a propósito de la multitudinaria [Marcha por la Diversidad] celebrada el viernes por la tarde.	
mp0013	¿Cuántas personas se estima que acudieron a la marcha?	AD	-	
mp0014	¿Dónde es Puente San Martín?	AD	Tras realizarse hisopados en [el paso fronterizo entre Fray Bentos y Gualeguaychú] se constató el primer caso positivo de COVID-19 en la zona.	
mp0014	¿Quién fue el primer caso positivo en puente San Martín?	AD	Se trata de [un camionero argentino] que ingresó al país el 22 de julio y regresó a Argentina este viernes.	
mp0014	¿Quién fue el primer caso positivo en puente San Martín?	AD	Se trata de [un camionero argentino] que ingresó a Uruguay el 22 de julio y regresó este viernes en lastre tras descargar en Montevideo, según informó el Canal 11 de Fray Bentos.	
mp0014	¿Cuándo se detectó el primer caso positivo en puente San Martín?	AD	-	
ld0101	¿Quién es el secretario de Presidencia?	GM	La medida rige para funcionarios y clientes, anunció el secretario de Presidencia, [Álvaro Delgado].	
ld0101	¿Quiénes deben usar tapabocas? 	GM	Delgado explicó que el gobierno adoptó la medida en acuerdo con la Asociación de Supermercados y que esta aplica para “[clientes y funcionarios de esos centros comerciales]”. 	
ld0102	¿En cuántas escuelas rurales comenzarán las clases?	GM	-	
ld0102	¿Cuántos maestros comienzan las clases? 	GM	La concurrencia por parte de los niños es voluntaria, pero si fueran todos se estima que a partir de este miércoles se movilizarían unos 4.000 estudiantes, [unos 560] maestros, y un auxiliar de servicio por escuela, informó a la diaria el director de Educación para el Medio Rural del Consejo de Educación Inicial y Primaria (CEIP), Limber Santos. 	
ld0103	¿Cuándo se inició el confinamiento? 	GM	-	
ld0103	¿Qué institución preside Rafael Radi? 	GM	Rafael Radi, presidente de la [Academia Nacional de Ciencias] e integrante del grupo de trabajo que asesorará al gobierno en las medidas a adoptar para enfrentar la pandemia de covid-19, dijo este martes en el programa En Perspectiva que, desde el punto de vista científico, no hay problema en hacer uso de los espacios públicos abiertos si se guarda la separación física recomendada.	
ld0104	¿Quién ha dejado de usar tapabocas? 	GM	-	
ld0104	¿Qué ministerio controla las restricciones? 	GM	“Nos preguntan si hemos cesado en nuestra exhortación desde el [Ministerio del Interior] a mantener la restricción en cuanto a la movilidad de nuestros hogares. 	
ld0105	¿Cuál fue el primer equipo en volver a practicar en Portugal? 	GM	[Nacional de Portugal], donde milita el ex Progreso Anthony Sosa, había sido el primer equipo del país en volver a los entrenamientos.	
ld0105	¿Cuándo volvieron los equipos a entrenar en Portugal? 	GM	-	
ld0106	¿Qué significa la sigla ONU?	GM	El ministro de Relaciones Exteriores, Ernesto Talvi, destacó este martes el reconocimiento de las Oficinas Regionales del Alto Comisionado de [Organización de las Naciones Unidas] (ONU) para los Derechos Humanos en relación a las acciones llevadas adelante para que los ciudadanos de otros países que estaban en Uruguay volvieran a su lugar de origen, así como las acciones que el gobierno llevó a cabo para que los uruguayos varados en el exterior pudieran retornar.	
ld0106	¿Qué autoridad de la ONU reconoció el trabajo de Uruguay?	GM	-	
ld0107	¿Qué oficina anunció la medida del gobierno de invertir en comprar estudios de covid-19?	GM	En una resolución publicada por la [Unidad Centralizada de Adquisiciones del Ministerio de Economía y Finanzas (MEF)] se informa sobre los beneficiarios de la compra directa publicada el 10 de abril, en el marco de la emergencia sanitaria por la pandemia.	
ld0107	¿Cuánto invertirá el gobierno uruguayo en dólares para comprar estudios diganósticos y tomas de muestras?	GM	El gobierno tiene previsto invertir hasta 345,9 millones de pesos ([casi ocho millones de dólares]) en la compra de tomas de muestras y de estudios diagnósticos por PCR para covid-19. Este monto será financiado por el denominado Fondo Solidario Covid-19. 	
ld0108	¿Cuántas empresas pertenecen al CGU?	GM	Hasta el momento son [alrededor de 180] las empresas miembros del Colectivo Gastronómico Uruguay (CGU), que mediante un documento fechado el 13 de abril se presenta como “un conglomerado de actores gastronómicos preocupados por las dificultades del sector”, que aspira a aunar esfuerzos para “iluminar un camino de dificultades” causadas por el arribo a Uruguay de la covid-19.	
ld0108	¿Cuántos empleados del Colectivo Gastronómico fueron enviados al seguro de paro?	GM	-	
ld0109	¿Quién es el vocero de Comida para Héores? 	GM	“Fue de manera impulsiva: sentíamos que teníamos que hacer algo por los equipos de salud y el primer día decidimos llevar unas viandas al Maciel”, resume [Shai Steinhaus], portavoz de Comida para Héroes, un grupo nucleado en torno al bar Rumba (Héctor Miranda y Ellauri), desde los dueños hasta los encargados y el cocinero.	
ld0109	¿Dónde queda el bar Rumba?	GM	“Fue de manera impulsiva: sentíamos que teníamos que hacer algo por los equipos de salud y el primer día decidimos llevar unas viandas al Maciel”, resume Shai Steinhaus, portavoz de Comida para Héroes, un grupo nucleado en torno al bar Rumba ([Héctor Miranda y Ellauri]), desde los dueños hasta los encargados y el cocinero.	
ld0111	¿Cuánto dinero aportará la fundación Mario Benedetti a los afectados por la COVID-19?	GM	Así, y para cumplir a cabalidad el legado del escritor, se creó un fondo que cuenta, en principio, con [180.000 pesos uruguayos] (se han “iniciado contactos” para que entidades públicas y privadas también contribuyan), que serán distribuidos en 36 bonos de 5.000 pesos cada uno. Podrán solicitar esta ayuda escritores y escritoras que vivan en Uruguay (con ciudadanía uruguaya o residencia legal en el país) y que completen el formulario de registro que está en la página web de la fundación.	
ld0111	¿Cuántos bonos se repartirán por la fundación? 	GM	Así, y para cumplir a cabalidad el legado del escritor, se creó un fondo que cuenta, en principio, con 180.000 pesos uruguayos (se han “iniciado contactos” para que entidades públicas y privadas también contribuyan), que serán distribuidos en [36] bonos de 5.000 pesos cada uno. Podrán solicitar esta ayuda escritores y escritoras que vivan en Uruguay (con ciudadanía uruguaya o residencia legal en el país) y que completen el formulario de registro que está en la página web de la fundación.	
ld0112	¿Quién es el ministro de Trabajo de Argentina?	GM	En una conferencia de prensa realizada este lunes en la Casa Rosada los ministros de Desarrollo Productivo, Matías Kulfas, y de Trabajo, [Claudio Moroni], hicieron una serie de anuncios de decisiones que el Ejecutivo que encabeza Alberto Fernández adoptó para paliar los efectos nocivos de la pandemia de covid-19 sobre las empresas y trabajadores.	
ld0112	¿Cuántos trabajadores se verán afectados por la medida del gobierno argentino?	GM	-	
ld0113	¿Cuántas personas están en cuarentena en Alemania?	GM	-	
ld0113	¿Cuántas personas han muerto por Covid-19 en Alemania?	GM	Desde que la nueva cepa viral llegó a Alemania se diagnosticaron algo más de 146.000 casos y se atribuyó la muerte por covid-19 a [algo menos de 4.700] personas.	
ld0114	¿Cuántos muertos ha habido en Paraguay por COVID-19?	GM	Se confirmaron 208 contagios y [ocho] muertes atribuidas a la covid-19. 	
ld0114	¿Quién es el presidente de Paraguay? 	GM	Una de esas iniciativas, presentada en el Senado por el centroizquierdista Frente Guasú, pedía al Ejecutivo de [Mario Abdo Benítez] que se restablecieran las relaciones con China.	
ld0117	¿De quién depende la Comisión Académica de Posgrados?	GM	Educarse en ciencias en Uruguay ha sido siempre una tarea muy difícil, incluso en nuestros días, con programas de posgrado establecidos y reputados como el Programa de Desarrollo de las Ciencias Básicas (Pedeciba) y la Comisión Académica de Posgrados (de la [Universidad de la República], Udelar), y en entornos mucho más favorables en cuanto a financiación de proyectos y disponibilidad de becas de maestría y doctorado.	
ld0117	¿Quién proporciona las becas de posgrado en Uruguay?	GM	-	
mp0021	¿En qué empresa trabaja Milano? 	GM	Sobre esto conversó en la mañana de este martes Emiliano Cotelo, conductor de En Perspectiva en Radiomundo, con el ingeniero Gastón Milano, gerente del equipo de investigación y desarrollo de la empresa [GeneXus].	
mp0021	¿Cómo se llama la aplicación presentada? 	GM	El Poder Ejecutivo presentó este lunes la nueva versión de la aplicación [CoronavirusUy] desarrollada junto a Google y Apple.	
mp0022	¿Cuántas personas han bajado la aplicación?	GM	El ingeniero explicó que [cerca de 350.000] personas bajaron la aplicación, pero deben actualizarla para acceder a las alertas. 	
mp0022	¿En qué empresa trabaja Nicolás Jodal? 	GM	-	
mp0023	¿Quién es Paganini?	GM	El [ministro de Industria, Energía y Minería], Omar Paganini, el ministro de Salud Pública, Daniel Salinas y el ingeniero Nicolás Jodal brindaron una conferencia de prensa este lunes para brindar algunos detalles de la nueva actualización de la app Coronavirus Uy, que a partir de este lunes añadió las alertas de exposición.	
mp0023	¿Quién es Nicolás Jodal? 	GM	-	
mp0024	¿Quién desarrolló la aplicación? 	GM	-	
mp0024	¿Cómo se llama la aplicación que incluye las alertas de exposición?	GM	Ya puede descargarse la app [Coronavirus.uy] con las alertas de exposición del virus.	
ld0001	¿Cuándo se podrán retomar las clases presenciales en la educación terciaria?	etapa1	-	
ld0001	¿Cuándo se retoman las clases presenciales en las universidades privadas?	etapa1	-	
ld0001	¿Cuándo se retoma la presencialidad en las universidades privadas?	etapa1	-	
ld0001	¿Cuándo se retomaría la presencialidad en la universidad?	etapa1	-	
ld0001	¿Cuándo se suspendieron los cursos presenciales?	etapa1	-	
ld0001	¿Cuándo se van a retomar las clases presenciales en la UDELAR?	etapa1	-	
ld0001	¿Cuántas universidades hicieron una propuesta al MEC para retomar clases presenciales en mayo?	etapa1	-	
ld0001	¿Desde cuándo están suspendidas las clases presenciales en las universidades privadas?	etapa1	-	
ld0001	¿Desde cuánto están suspendidas las clases presenciales en las universidades?	etapa1	-	
ld0001	¿Dónde se retomarían las clases presenciales?	etapa1	El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de [las universidades privadas] de retomar algunos cursos presenciales en mayo y anunció que dará una respuesta en los próximos días.	
ld0001	¿El MEC puede realizar una contrapropuesta para aplazar el inicio de cursos presenciales?	etapa1	-	
ld0001	¿En qué consiste la propuesta?	etapa1	El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de las universidades privadas de [retomar algunos cursos presenciales en mayo] y anunció que dará una respuesta en los próximos días.	
ld0001	¿Qué medidas se tomarán para la asistencia a clases?	etapa1	El jerarca además explicó que su cartera tiene en “agenda” la preocupación de padres de centros de educación privados sobre el abono de cuotas, y estudia la  forma de “poder conciliar la seguridad sanitaria con un [regreso paulatino y seguro a clases]”. 	
ld0001	¿Qué universidades realizaron la propuesta?	etapa1	El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de [las universidades privadas] de retomar algunos cursos presenciales en mayo y anunció que dará una respuesta en los próximos días.	
ld0001	¿Qué universidades están pensando retomar la presencialidad?	etapa1	El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de [las universidades privadas] de retomar algunos cursos presenciales en mayo y anunció que dará una respuesta en los próximos días.	
ld0001	¿Qué universidades privadas quieren retomar las clases presenciales en mayo?	etapa1	-	
ld0001	¿Qué universidades propusieron remotar los cursos presenciales en mayo?	etapa1	El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de [las universidades privadas] de retomar algunos cursos presenciales en mayo y anunció que dará una respuesta en los próximos días.	
ld0078	¿Cuál es el porcentaje de asistencia luego de la vuelta a clases presenciales?	etapa1	La asistencia, por tanto, llegó a [36%] en el primer día.	
ld0078	¿Cuándo comenzaron las clases en escuelas rurales?	etapa1	De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que [en la mañana del miércoles] 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron.	
ld0078	¿Cuándo comenzaron las clases en escuelas rurales?	etapa1	La situación de La Macana se repitió en varias de las escuelas que abrieron [este miércoles].	
ld0078	¿Cuándo comienzan las clases presenciales en el resto de escuelas del país?	etapa1	-	
ld0078	¿Cuándo se retomaron las clases presenciales en escuelas rurales?	etapa1	De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que [en la mañana del miércoles] 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron.	
ld0078	¿Cuándo se retomaron las clases presenciales en escuelas rurales?	etapa1	La situación de La Macana se repitió en varias de las escuelas que abrieron [este miércoles].	
ld0078	¿Cuándo vuelven las clases presenciales a todas las escuelas?	etapa1	-	
ld0078	¿Cuántos alumnos están yendo a clase en las escuelas rurales?	etapa1	-	
ld0078	¿Cuántas escuelas rurales hay en Uruguay?	etapa1	De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las [547] habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron.	
ld0078	¿Cuántas escuelas rurales hay en Uruguay?	etapa1	De las [547] escuelas habilitadas abrieron 344, confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP.	
ld0078	¿Cuántas escuelas rurales retomaron las clases presenciales?	etapa1	De las 547 escuelas habilitadas abrieron [344], confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP.	
ld0078	¿Cuántas escuelas rurales retomaron las clases presenciales?	etapa1	De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las [344] escuelas que abrieron.	
ld0078	¿Cuántas escuelas rurales retomaron las clases presenciales?	etapa1	Comenzaron las clases presenciales en [344] escuelas rurales, con baja asistencia	
ld0078	¿Cuántas escuelas rurales volvieron a la presencialidad?	etapa1	Comenzaron las clases presenciales en [344] escuelas rurales, con baja asistencia	
ld0078	¿Cuántas escuelas rurales volvieron a la presencialidad?	etapa1	De las 547 escuelas habilitadas abrieron [344], confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP.	
ld0078	¿Cuántas escuelas rurales volvieron a la presencialidad?	etapa1	De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las [344] escuelas que abrieron.	
ld0078	¿Cuántos estudiantes asistieron a las escuelas rurales en los primeros días de clase presencial?	etapa1	De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles [1.030] niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron.	
ld0078	¿Cuántos estudiantes asistieron a las escuelas rurales en los primeros días de clase presencial?	etapa1	La asistencia, por tanto, llegó a [36%] en el primer día.	
ld0078	¿El gobierno tiene planes para aumentar la asistencia a las escuelas rurales?	etapa1	-	
ld0078	¿En cuántas escuelas rurales comenzaron las clases?	etapa1	Comenzaron las clases presenciales en [344] escuelas rurales, con baja asistencia	
ld0078	¿En cuántas escuelas rurales comenzaron las clases?	etapa1	De las 547 escuelas habilitadas abrieron [344], confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP.	
ld0078	¿En cuántas escuelas rurales comenzaron las clases?	etapa1	De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las [344] escuelas que abrieron.	
ld0078	¿En qué ciudad hay clases presenciales?	etapa1	-	
ld0078	¿En qué departamento fue la mayor asistencia? 	etapa1	-	
ld0078	¿En qué departamentos comenzaron las clases presenciales?	etapa1	-	
ld0078	¿Hay alguna alternativa virtual para los niños que no concurrieron a la clase presencial?	etapa1	En su escritorio cerca de la ventana preparaba algunos [materiales para enviar a sus 16 alumnos por Whatsapp], porque ninguno había ido en la mañana del miércoles.	
ld0078	¿Qué medidas se tomarán para la asistencia a la escuela?	etapa1	En su cuaderno, Rocío, de 11 años, copiaba desde el pizarrón el “cambio de hábitos”: desde una nube con la palabra “bienvenidos” salían flechas con lo que serán las nuevas costumbres: [utilizamos tapabocas, mantener distancia con los compañeros, lavado de manos más frecuente y con cuidados, alfombra con hipoclorito a la entrada, no compartir útiles y en el recreo jugar sin contacto] (los ejemplos eran la coronita y la escondida).	
ld0078	¿Qué protocolo se sigue para la asistencia a las escuelas rurales?	etapa1	En su cuaderno, Rocío, de 11 años, copiaba desde el pizarrón el “cambio de hábitos”: desde una nube con la palabra “bienvenidos” salían flechas con lo que serán las nuevas costumbres: [utilizamos tapabocas, mantener distancia con los compañeros, lavado de manos más frecuente y con cuidados, alfombra con hipoclorito a la entrada, no compartir útiles y en el recreo jugar sin contacto] (los ejemplos eran la coronita y la escondida).	
ld0078	¿Quién resolvió el retorno a la presencialidad en las escuelas rurales?	etapa1	-	
